"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","2005-08",2.74065,
"OECD","CPI","TOT","AGRWTH","M","2005-09",3.272202,
"OECD","CPI","TOT","AGRWTH","M","2005-10",3.008451,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.561313,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.604377,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.973346,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.767947,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.58526,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.790067,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.120511,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.235559,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.16194,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.067842,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.181113,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.758555,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.096922,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.357145,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.088917,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.261585,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.50509,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.415909,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.395538,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.37692,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.192888,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.977116,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.414717,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.96924,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.514559,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.455851,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.622287,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.587557,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.653141,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.588325,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.956952,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.522655,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.928628,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.776183,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.522325,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.79111,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.314304,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.616526,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.369479,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.418727,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.9694322,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.7098522,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.1635567,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.07298279,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.5907774,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.2645271,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.269665,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.2141614,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.279707,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.835427,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.047504,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.880165,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.048219,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.065787,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.945265,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.460552,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.575744,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.514828,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.629947,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.780817,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.725069,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.967159,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.044385,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.266823,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.558905,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.791746,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.039087,
"OECD","CPI","TOT","AGRWTH","M","2011-06",3.001552,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.078592,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.164332,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.216314,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.080999,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.079345,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.850763,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.792604,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.789743,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.64646,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.463376,
"OECD","CPI","TOT","AGRWTH","M","2012-05",2.064034,
"OECD","CPI","TOT","AGRWTH","M","2012-06",2.000468,
"OECD","CPI","TOT","AGRWTH","M","2012-07",1.881902,
"OECD","CPI","TOT","AGRWTH","M","2012-08",2.057792,
"OECD","CPI","TOT","AGRWTH","M","2012-09",2.213009,
"OECD","CPI","TOT","AGRWTH","M","2012-10",2.235529,
"OECD","CPI","TOT","AGRWTH","M","2012-11",1.938089,
"OECD","CPI","TOT","AGRWTH","M","2012-12",1.862052,
"OECD","CPI","TOT","AGRWTH","M","2013-01",1.727847,
"OECD","CPI","TOT","AGRWTH","M","2013-02",1.816524,
"OECD","CPI","TOT","AGRWTH","M","2013-03",1.57699,
"OECD","CPI","TOT","AGRWTH","M","2013-04",1.267119,
"OECD","CPI","TOT","AGRWTH","M","2013-05",1.494102,
"OECD","CPI","TOT","AGRWTH","M","2013-06",1.807304,
"OECD","CPI","TOT","AGRWTH","M","2013-07",1.966571,
"OECD","CPI","TOT","AGRWTH","M","2013-08",1.701336,
"OECD","CPI","TOT","AGRWTH","M","2013-09",1.496557,
"OECD","CPI","TOT","AGRWTH","M","2013-10",1.303103,
"OECD","CPI","TOT","AGRWTH","M","2013-11",1.464869,
"OECD","CPI","TOT","AGRWTH","M","2013-12",1.636709,
"OECD","CPI","TOT","AGRWTH","M","2014-01",1.655646,
"OECD","CPI","TOT","AGRWTH","M","2014-02",1.455063,
"OECD","CPI","TOT","AGRWTH","M","2014-03",1.58014,
"OECD","CPI","TOT","AGRWTH","M","2014-04",2.031445,
"OECD","CPI","TOT","AGRWTH","M","2014-05",2.093823,
"OECD","CPI","TOT","AGRWTH","M","2014-06",2.070789,
"OECD","CPI","TOT","AGRWTH","M","2014-07",1.974722,
"OECD","CPI","TOT","AGRWTH","M","2014-08",1.834544,
"OECD","CPI","TOT","AGRWTH","M","2014-09",1.758567,
"OECD","CPI","TOT","AGRWTH","M","2014-10",1.757526,
"OECD","CPI","TOT","AGRWTH","M","2014-11",1.545922,
"OECD","CPI","TOT","AGRWTH","M","2014-12",1.133069,
"OECD","CPI","TOT","AGRWTH","M","2015-01",0.5865038,
"OECD","CPI","TOT","AGRWTH","M","2015-02",0.6472073,
"OECD","CPI","TOT","AGRWTH","M","2015-03",0.6902879,
"OECD","CPI","TOT","AGRWTH","M","2015-04",0.553615,
"OECD","CPI","TOT","AGRWTH","M","2015-05",0.6890593,
"OECD","CPI","TOT","AGRWTH","M","2015-06",0.7022011,
"OECD","CPI","TOT","AGRWTH","M","2015-07",0.6815616,
"OECD","CPI","TOT","AGRWTH","M","2015-08",0.6694473,
"OECD","CPI","TOT","AGRWTH","M","2015-09",0.5324698,
"OECD","CPI","TOT","AGRWTH","M","2015-10",0.6849182,
"OECD","CPI","TOT","AGRWTH","M","2015-11",0.8039516,
"OECD","CPI","TOT","AGRWTH","M","2015-12",0.9626486,
"OECD","CPI","TOT","AGRWTH","M","2016-01",1.286163,
"OECD","CPI","TOT","AGRWTH","M","2016-02",1.060954,
"OECD","CPI","TOT","AGRWTH","M","2016-03",0.9385251,
"OECD","CPI","TOT","AGRWTH","M","2016-04",0.9473283,
"OECD","CPI","TOT","AGRWTH","M","2016-05",0.9190224,
"OECD","CPI","TOT","AGRWTH","M","2016-06",1.004873,
"OECD","CPI","TOT","AGRWTH","M","2016-07",0.9927759,
"OECD","CPI","TOT","AGRWTH","M","2016-08",1.057195,
"OECD","CPI","TOT","AGRWTH","M","2016-09",1.284575,
"OECD","CPI","TOT","AGRWTH","M","2016-10",1.451925,
"OECD","CPI","TOT","AGRWTH","M","2016-11",1.542055,
"OECD","CPI","TOT","AGRWTH","M","2016-12",1.877105,
"OECD","CPI","TOT","AGRWTH","M","2017-01",2.358675,
"OECD","CPI","TOT","AGRWTH","M","2017-02",2.550877,
"OECD","CPI","TOT","AGRWTH","M","2017-03",2.358317,
"OECD","CPI","TOT","AGRWTH","M","2017-04",2.396536,
"OECD","CPI","TOT","AGRWTH","M","2017-05",2.160127,
"OECD","CPI","TOT","AGRWTH","M","2017-06",1.971898,
"OECD","CPI","TOT","AGRWTH","M","2017-07",2.006961,
"OECD","CPI","TOT","AGRWTH","M","2017-08",2.220444,
"OECD","CPI","TOT","AGRWTH","M","2017-09",2.37821,
"OECD","CPI","TOT","AGRWTH","M","2017-10",2.223875,
"OECD","CPI","TOT","AGRWTH","M","2017-11",2.411916,
"OECD","CPI","TOT","AGRWTH","M","2017-12",2.344282,
"OECD","CPI","TOT","AGRWTH","M","2018-01",2.194769,
"OECD","CPI","TOT","AGRWTH","M","2018-02",2.21083,
"OECD","CPI","TOT","AGRWTH","M","2018-03",2.284718,
"OECD","CPI","TOT","AGRWTH","M","2018-04",2.273136,
"OECD","CPI","TOT","AGRWTH","M","2018-05",2.612336,
"OECD","CPI","TOT","AGRWTH","M","2018-06",2.790007,
"OECD","CPI","TOT","AGRWTH","M","2018-07",2.888298,
"OECD","CPI","TOT","AGRWTH","M","2018-08",2.897105,
"OECD","CPI","TOT","AGRWTH","M","2018-09",2.913537,
"OECD","CPI","TOT","AGRWTH","M","2018-10",3.109921,
"OECD","CPI","TOT","AGRWTH","M","2018-11",2.706597,
"OECD","CPI","TOT","AGRWTH","M","2018-12",2.391598,
"OECD","CPI","TOT","AGRWTH","M","2019-01",2.112055,
"OECD","CPI","TOT","AGRWTH","M","2019-02",2.092934,
"OECD","CPI","TOT","AGRWTH","M","2019-03",2.282127,
"OECD","CPI","TOT","AGRWTH","M","2019-04",2.486057,
"OECD","CPI","TOT","AGRWTH","M","2019-05",2.265893,
"OECD","CPI","TOT","AGRWTH","M","2019-06",2.083124,
"OECD","CPI","TOT","AGRWTH","M","2019-07",2.158565,
"OECD","CPI","TOT","AGRWTH","M","2019-08",1.962732,
"OECD","CPI","TOT","AGRWTH","M","2019-09",1.679328,
"OECD","CPI","TOT","AGRWTH","M","2019-10",1.650366,
"OECD","CPI","TOT","AGRWTH","M","2019-11",1.89664,
"OECD","CPI","TOT","AGRWTH","M","2019-12",2.168471,
"OECD","CPI","TOT","AGRWTH","M","2020-01",2.378161,
"OECD","CPI","TOT","AGRWTH","M","2020-02",2.273155,
"OECD","CPI","TOT","AGRWTH","M","2020-03",1.750761,
"OECD","CPI","TOT","AGRWTH","M","2020-04",0.8624601,
"OECD","CPI","TOT","AGRWTH","M","2020-05",0.7153091,
"OECD","CPI","TOT","AGRWTH","M","2020-06",1.094088,
"OECD","CPI","TOT","AGRWTH","M","2020-07",1.206682,
"OECD","CPI","TOT","AGRWTH","M","2020-08",1.283929,
"OECD","CPI","TOT","AGRWTH","M","2020-09",1.30369,
"OECD","CPI","TOT","AGRWTH","M","2020-10",1.184673,
"OECD","CPI","TOT","AGRWTH","M","2020-11",1.176731,
"OECD","CPI","TOT","AGRWTH","M","2020-12",1.249233,
"OECD","CPI","TOT","AGRWTH","M","2021-01",1.565046,
"OECD","CPI","TOT","AGRWTH","M","2021-02",1.754686,
"OECD","CPI","TOT","AGRWTH","M","2021-03",2.400741,
"OECD","CPI","TOT","AGRWTH","M","2021-04",3.339411,
"OECD","CPI","TOT","AGRWTH","M","2021-05",3.857563,
"OECD","CPI","TOT","AGRWTH","M","2021-06",4.048705,
"OECD","CPI","TOT","AGRWTH","M","2021-07",4.242804,
"OECD","CPI","TOT","AGRWTH","M","2021-08",4.363487,
"OECD","CPI","TOT","AGRWTH","M","2021-09",4.607169,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.244962,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.871475,
"OECD","CPI","TOT","AGRWTH","M","2021-12",6.55916,
"OECD","CPI","TOT","AGRWTH","M","2022-01",7.185317,
"OECD","CPI","TOT","AGRWTH","M","2022-02",7.762597,
"OECD","CPI","TOT","AGRWTH","M","2022-03",8.777386,
"OECD","CPI","TOT","AGRWTH","M","2022-04",9.191061,
"OECD","CPI","TOT","AGRWTH","M","2022-05",9.662752,
"OECD","CPI","TOT","AGRWTH","M","2022-06",10.27342,
"OECD","CPI","TOT","AGRWTH","M","2022-07",10.243,
"OECD","CPI","TOT","AGRWTH","M","2022-08",10.26059,
"OECD","CPI","TOT","AGRWTH","M","2022-09",10.54856,
"OECD","CPI","TOT","AGRWTH","M","2022-10",10.67563,
"OECD","CPI","TOT","AGRWTH","M","2022-11",10.25446,
