"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","CPI","TOT","AGRWTH","M","2003-11",12.47524,
"RUS","CPI","TOT","AGRWTH","M","2003-12",11.98785,
"RUS","CPI","TOT","AGRWTH","M","2004-01",11.27699,
"RUS","CPI","TOT","AGRWTH","M","2004-02",10.57624,
"RUS","CPI","TOT","AGRWTH","M","2004-03",10.24796,
"RUS","CPI","TOT","AGRWTH","M","2004-04",10.21522,
"RUS","CPI","TOT","AGRWTH","M","2004-05",10.14962,
"RUS","CPI","TOT","AGRWTH","M","2004-06",10.12776,
"RUS","CPI","TOT","AGRWTH","M","2004-07",10.3574,
"RUS","CPI","TOT","AGRWTH","M","2004-08",11.27714,
"RUS","CPI","TOT","AGRWTH","M","2004-09",11.37695,
"RUS","CPI","TOT","AGRWTH","M","2004-10",11.53133,
"RUS","CPI","TOT","AGRWTH","M","2004-11",11.69704,
"RUS","CPI","TOT","AGRWTH","M","2004-12",11.74123,
"RUS","CPI","TOT","AGRWTH","M","2005-01",12.69666,
"RUS","CPI","TOT","AGRWTH","M","2005-02",12.96448,
"RUS","CPI","TOT","AGRWTH","M","2005-03",13.62601,
"RUS","CPI","TOT","AGRWTH","M","2005-04",13.77227,
"RUS","CPI","TOT","AGRWTH","M","2005-05",13.84004,
"RUS","CPI","TOT","AGRWTH","M","2005-06",13.68189,
"RUS","CPI","TOT","AGRWTH","M","2005-07",13.16372,
"RUS","CPI","TOT","AGRWTH","M","2005-08",12.53266,
"RUS","CPI","TOT","AGRWTH","M","2005-09",12.33097,
"RUS","CPI","TOT","AGRWTH","M","2005-10",11.67568,
"RUS","CPI","TOT","AGRWTH","M","2005-11",11.26702,
"RUS","CPI","TOT","AGRWTH","M","2005-12",10.91498,
"RUS","CPI","TOT","AGRWTH","M","2006-01",10.70962,
"RUS","CPI","TOT","AGRWTH","M","2006-02",11.17989,
"RUS","CPI","TOT","AGRWTH","M","2006-03",10.6094,
"RUS","CPI","TOT","AGRWTH","M","2006-04",9.767138,
"RUS","CPI","TOT","AGRWTH","M","2006-05",9.418671,
"RUS","CPI","TOT","AGRWTH","M","2006-06",9.027268,
"RUS","CPI","TOT","AGRWTH","M","2006-07",9.255177,
"RUS","CPI","TOT","AGRWTH","M","2006-08",9.616225,
"RUS","CPI","TOT","AGRWTH","M","2006-09",9.441277,
"RUS","CPI","TOT","AGRWTH","M","2006-10",9.147401,
"RUS","CPI","TOT","AGRWTH","M","2006-11",9.028221,
"RUS","CPI","TOT","AGRWTH","M","2006-12",8.995778,
"RUS","CPI","TOT","AGRWTH","M","2007-01",8.197703,
"RUS","CPI","TOT","AGRWTH","M","2007-02",7.612333,
"RUS","CPI","TOT","AGRWTH","M","2007-03",7.366838,
"RUS","CPI","TOT","AGRWTH","M","2007-04",7.602221,
"RUS","CPI","TOT","AGRWTH","M","2007-05",7.762853,
"RUS","CPI","TOT","AGRWTH","M","2007-06",8.482848,
"RUS","CPI","TOT","AGRWTH","M","2007-07",8.69837,
"RUS","CPI","TOT","AGRWTH","M","2007-08",8.589878,
"RUS","CPI","TOT","AGRWTH","M","2007-09",9.349323,
"RUS","CPI","TOT","AGRWTH","M","2007-10",10.83232,
"RUS","CPI","TOT","AGRWTH","M","2007-11",11.49315,
"RUS","CPI","TOT","AGRWTH","M","2007-12",11.86926,
"RUS","CPI","TOT","AGRWTH","M","2008-01",12.56239,
"RUS","CPI","TOT","AGRWTH","M","2008-02",12.66258,
"RUS","CPI","TOT","AGRWTH","M","2008-03",13.34579,
"RUS","CPI","TOT","AGRWTH","M","2008-04",14.30377,
"RUS","CPI","TOT","AGRWTH","M","2008-05",15.12161,
"RUS","CPI","TOT","AGRWTH","M","2008-06",15.14442,
"RUS","CPI","TOT","AGRWTH","M","2008-07",14.73347,
"RUS","CPI","TOT","AGRWTH","M","2008-08",15.04297,
"RUS","CPI","TOT","AGRWTH","M","2008-09",15.05439,
"RUS","CPI","TOT","AGRWTH","M","2008-10",14.22804,
"RUS","CPI","TOT","AGRWTH","M","2008-11",13.77668,
"RUS","CPI","TOT","AGRWTH","M","2008-12",13.28166,
"RUS","CPI","TOT","AGRWTH","M","2009-01",13.34809,
"RUS","CPI","TOT","AGRWTH","M","2009-02",13.85211,
"RUS","CPI","TOT","AGRWTH","M","2009-03",13.97586,
"RUS","CPI","TOT","AGRWTH","M","2009-04",13.15549,
"RUS","CPI","TOT","AGRWTH","M","2009-05",12.28463,
"RUS","CPI","TOT","AGRWTH","M","2009-06",11.87317,
"RUS","CPI","TOT","AGRWTH","M","2009-07",12.00674,
"RUS","CPI","TOT","AGRWTH","M","2009-08",11.60496,
"RUS","CPI","TOT","AGRWTH","M","2009-09",10.68599,
"RUS","CPI","TOT","AGRWTH","M","2009-10",9.68783,
"RUS","CPI","TOT","AGRWTH","M","2009-11",9.100391,
"RUS","CPI","TOT","AGRWTH","M","2009-12",8.797004,
"RUS","CPI","TOT","AGRWTH","M","2010-01",8.021173,
"RUS","CPI","TOT","AGRWTH","M","2010-02",7.181658,
"RUS","CPI","TOT","AGRWTH","M","2010-03",6.462247,
"RUS","CPI","TOT","AGRWTH","M","2010-04",6.039316,
"RUS","CPI","TOT","AGRWTH","M","2010-05",5.965509,
"RUS","CPI","TOT","AGRWTH","M","2010-06",5.744309,
"RUS","CPI","TOT","AGRWTH","M","2010-07",5.460587,
"RUS","CPI","TOT","AGRWTH","M","2010-08",6.04062,
"RUS","CPI","TOT","AGRWTH","M","2010-09",6.96345,
"RUS","CPI","TOT","AGRWTH","M","2010-10",7.498268,
"RUS","CPI","TOT","AGRWTH","M","2010-11",8.055642,
"RUS","CPI","TOT","AGRWTH","M","2010-12",8.776659,
"RUS","CPI","TOT","AGRWTH","M","2011-01",9.557916,
"RUS","CPI","TOT","AGRWTH","M","2011-02",9.471017,
"RUS","CPI","TOT","AGRWTH","M","2011-03",9.460138,
"RUS","CPI","TOT","AGRWTH","M","2011-04",9.612939,
"RUS","CPI","TOT","AGRWTH","M","2011-05",9.591125,
"RUS","CPI","TOT","AGRWTH","M","2011-06",9.416461,
"RUS","CPI","TOT","AGRWTH","M","2011-07",9.013072,
"RUS","CPI","TOT","AGRWTH","M","2011-08",8.15658,
"RUS","CPI","TOT","AGRWTH","M","2011-09",7.21273,
"RUS","CPI","TOT","AGRWTH","M","2011-10",7.191394,
"RUS","CPI","TOT","AGRWTH","M","2011-11",6.776707,
"RUS","CPI","TOT","AGRWTH","M","2011-12",6.100637,
"RUS","CPI","TOT","AGRWTH","M","2012-01",4.16249,
"RUS","CPI","TOT","AGRWTH","M","2012-02",3.738729,
"RUS","CPI","TOT","AGRWTH","M","2012-03",3.697489,
"RUS","CPI","TOT","AGRWTH","M","2012-04",3.573585,
"RUS","CPI","TOT","AGRWTH","M","2012-05",3.614816,
"RUS","CPI","TOT","AGRWTH","M","2012-06",4.297105,
"RUS","CPI","TOT","AGRWTH","M","2012-07",5.590518,
"RUS","CPI","TOT","AGRWTH","M","2012-08",5.95039,
"RUS","CPI","TOT","AGRWTH","M","2012-09",6.575747,
"RUS","CPI","TOT","AGRWTH","M","2012-10",6.554534,
"RUS","CPI","TOT","AGRWTH","M","2012-11",6.469647,
"RUS","CPI","TOT","AGRWTH","M","2012-12",6.57565,
"RUS","CPI","TOT","AGRWTH","M","2013-01",7.074063,
"RUS","CPI","TOT","AGRWTH","M","2013-02",7.276754,
"RUS","CPI","TOT","AGRWTH","M","2013-03",7.020775,
"RUS","CPI","TOT","AGRWTH","M","2013-04",7.234155,
"RUS","CPI","TOT","AGRWTH","M","2013-05",7.383506,
"RUS","CPI","TOT","AGRWTH","M","2013-06",6.883256,
"RUS","CPI","TOT","AGRWTH","M","2013-07",6.450359,
"RUS","CPI","TOT","AGRWTH","M","2013-08",6.492897,
"RUS","CPI","TOT","AGRWTH","M","2013-09",6.132802,
"RUS","CPI","TOT","AGRWTH","M","2013-10",6.249013,
"RUS","CPI","TOT","AGRWTH","M","2013-11",6.481968,
"RUS","CPI","TOT","AGRWTH","M","2013-12",6.450196,
"RUS","CPI","TOT","AGRWTH","M","2014-01",6.049571,
"RUS","CPI","TOT","AGRWTH","M","2014-02",6.197214,
"RUS","CPI","TOT","AGRWTH","M","2014-03",6.916908,
"RUS","CPI","TOT","AGRWTH","M","2014-04",7.331768,
"RUS","CPI","TOT","AGRWTH","M","2014-05",7.587675,
"RUS","CPI","TOT","AGRWTH","M","2014-06",7.80195,
"RUS","CPI","TOT","AGRWTH","M","2014-07",7.449097,
"RUS","CPI","TOT","AGRWTH","M","2014-08",7.556396,
"RUS","CPI","TOT","AGRWTH","M","2014-09",8.028652,
"RUS","CPI","TOT","AGRWTH","M","2014-10",8.297194,
"RUS","CPI","TOT","AGRWTH","M","2014-11",9.072591,
"RUS","CPI","TOT","AGRWTH","M","2014-12",11.36234,
"RUS","CPI","TOT","AGRWTH","M","2015-01",14.97146,
"RUS","CPI","TOT","AGRWTH","M","2015-02",16.70688,
"RUS","CPI","TOT","AGRWTH","M","2015-03",16.92639,
"RUS","CPI","TOT","AGRWTH","M","2015-04",16.4165,
"RUS","CPI","TOT","AGRWTH","M","2015-05",15.78192,
"RUS","CPI","TOT","AGRWTH","M","2015-06",15.28712,
"RUS","CPI","TOT","AGRWTH","M","2015-07",15.64277,
"RUS","CPI","TOT","AGRWTH","M","2015-08",15.76968,
"RUS","CPI","TOT","AGRWTH","M","2015-09",15.67766,
"RUS","CPI","TOT","AGRWTH","M","2015-10",15.58587,
"RUS","CPI","TOT","AGRWTH","M","2015-11",14.981,
"RUS","CPI","TOT","AGRWTH","M","2015-12",12.90816,
"RUS","CPI","TOT","AGRWTH","M","2016-01",9.766088,
"RUS","CPI","TOT","AGRWTH","M","2016-02",8.058712,
"RUS","CPI","TOT","AGRWTH","M","2016-03",7.25796,
"RUS","CPI","TOT","AGRWTH","M","2016-04",7.236607,
"RUS","CPI","TOT","AGRWTH","M","2016-05",7.300725,
"RUS","CPI","TOT","AGRWTH","M","2016-06",7.48279,
"RUS","CPI","TOT","AGRWTH","M","2016-07",7.205553,
"RUS","CPI","TOT","AGRWTH","M","2016-08",6.842325,
"RUS","CPI","TOT","AGRWTH","M","2016-09",6.417378,
"RUS","CPI","TOT","AGRWTH","M","2016-10",6.089907,
"RUS","CPI","TOT","AGRWTH","M","2016-11",5.763477,
"RUS","CPI","TOT","AGRWTH","M","2016-12",5.375142,
"RUS","CPI","TOT","AGRWTH","M","2017-01",5.020274,
"RUS","CPI","TOT","AGRWTH","M","2017-02",4.592386,
"RUS","CPI","TOT","AGRWTH","M","2017-03",4.248812,
"RUS","CPI","TOT","AGRWTH","M","2017-04",4.13464,
"RUS","CPI","TOT","AGRWTH","M","2017-05",4.093156,
"RUS","CPI","TOT","AGRWTH","M","2017-06",4.352456,
"RUS","CPI","TOT","AGRWTH","M","2017-07",3.864634,
"RUS","CPI","TOT","AGRWTH","M","2017-08",3.293435,
"RUS","CPI","TOT","AGRWTH","M","2017-09",2.963457,
"RUS","CPI","TOT","AGRWTH","M","2017-10",2.727655,
"RUS","CPI","TOT","AGRWTH","M","2017-11",2.502644,
"RUS","CPI","TOT","AGRWTH","M","2017-12",2.523063,
"RUS","CPI","TOT","AGRWTH","M","2018-01",2.2072,
"RUS","CPI","TOT","AGRWTH","M","2018-02",2.197002,
"RUS","CPI","TOT","AGRWTH","M","2018-03",2.360305,
"RUS","CPI","TOT","AGRWTH","M","2018-04",2.411317,
"RUS","CPI","TOT","AGRWTH","M","2018-05",2.42152,
"RUS","CPI","TOT","AGRWTH","M","2018-06",2.299359,
"RUS","CPI","TOT","AGRWTH","M","2018-07",2.503815,
"RUS","CPI","TOT","AGRWTH","M","2018-08",3.070647,
"RUS","CPI","TOT","AGRWTH","M","2018-09",3.390646,
"RUS","CPI","TOT","AGRWTH","M","2018-10",3.545422,
"RUS","CPI","TOT","AGRWTH","M","2018-11",3.834713,
"RUS","CPI","TOT","AGRWTH","M","2018-12",4.268995,
"RUS","CPI","TOT","AGRWTH","M","2019-01",4.996622,
"RUS","CPI","TOT","AGRWTH","M","2019-02",5.237608,
"RUS","CPI","TOT","AGRWTH","M","2019-03",5.269088,
"RUS","CPI","TOT","AGRWTH","M","2019-04",5.174705,
"RUS","CPI","TOT","AGRWTH","M","2019-05",5.132794,
"RUS","CPI","TOT","AGRWTH","M","2019-06",4.662004,
"RUS","CPI","TOT","AGRWTH","M","2019-07",4.588937,
"RUS","CPI","TOT","AGRWTH","M","2019-08",4.327491,
"RUS","CPI","TOT","AGRWTH","M","2019-09",3.994176,
"RUS","CPI","TOT","AGRWTH","M","2019-10",3.766187,
"RUS","CPI","TOT","AGRWTH","M","2019-11",3.539037,
"RUS","CPI","TOT","AGRWTH","M","2019-12",3.04619,
"RUS","CPI","TOT","AGRWTH","M","2020-01",2.423893,
"RUS","CPI","TOT","AGRWTH","M","2020-02",2.311721,
"RUS","CPI","TOT","AGRWTH","M","2020-03",2.546287,
"RUS","CPI","TOT","AGRWTH","M","2020-04",3.098436,
"RUS","CPI","TOT","AGRWTH","M","2020-05",3.026511,
"RUS","CPI","TOT","AGRWTH","M","2020-06",3.211885,
"RUS","CPI","TOT","AGRWTH","M","2020-07",3.366394,
"RUS","CPI","TOT","AGRWTH","M","2020-08",3.573624,
"RUS","CPI","TOT","AGRWTH","M","2020-09",3.666989,
"RUS","CPI","TOT","AGRWTH","M","2020-10",3.977587,
"RUS","CPI","TOT","AGRWTH","M","2020-11",4.423442,
"RUS","CPI","TOT","AGRWTH","M","2020-12",4.912471,
"RUS","CPI","TOT","AGRWTH","M","2021-01",5.194607,
"RUS","CPI","TOT","AGRWTH","M","2021-02",5.666425,
"RUS","CPI","TOT","AGRWTH","M","2021-03",5.782022,
"RUS","CPI","TOT","AGRWTH","M","2021-04",5.519744,
"RUS","CPI","TOT","AGRWTH","M","2021-05",6.014352,
"RUS","CPI","TOT","AGRWTH","M","2021-06",6.511526,
"RUS","CPI","TOT","AGRWTH","M","2021-07",6.469069,
"RUS","CPI","TOT","AGRWTH","M","2021-08",6.692744,
"RUS","CPI","TOT","AGRWTH","M","2021-09",7.408086,
"RUS","CPI","TOT","AGRWTH","M","2021-10",8.135334,
"RUS","CPI","TOT","AGRWTH","M","2021-11",8.403767,
"RUS","CPI","TOT","AGRWTH","M","2021-12",8.393015,
"RUS","CPI","TOT","AGRWTH","M","2022-01",8.737564,
"RUS","CPI","TOT","AGRWTH","M","2022-02",9.158359,
"RUS","CPI","TOT","AGRWTH","M","2022-03",16.69844,
"OECD","CPI","FOOD","AGRWTH","M","1999-09",2.342487,
"OECD","CPI","FOOD","AGRWTH","M","1999-10",1.85945,
"OECD","CPI","FOOD","AGRWTH","M","1999-11",1.609907,
"OECD","CPI","FOOD","AGRWTH","M","1999-12",1.71483,
"OECD","CPI","FOOD","AGRWTH","M","2000-01",1.369407,
"OECD","CPI","FOOD","AGRWTH","M","2000-02",1.710194,
"OECD","CPI","FOOD","AGRWTH","M","2000-03",1.90801,
"OECD","CPI","FOOD","AGRWTH","M","2000-04",1.803109,
"OECD","CPI","FOOD","AGRWTH","M","2000-05",2.095905,
"OECD","CPI","FOOD","AGRWTH","M","2000-06",2.414416,
"OECD","CPI","FOOD","AGRWTH","M","2000-07",3.0325,
"OECD","CPI","FOOD","AGRWTH","M","2000-08",2.967258,
"OECD","CPI","FOOD","AGRWTH","M","2000-09",2.956901,
"OECD","CPI","FOOD","AGRWTH","M","2000-10",2.700383,
"OECD","CPI","FOOD","AGRWTH","M","2000-11",2.773955,
"OECD","CPI","FOOD","AGRWTH","M","2000-12",3.231242,
"OECD","CPI","FOOD","AGRWTH","M","2001-01",3.5721,
"OECD","CPI","FOOD","AGRWTH","M","2001-02",3.555493,
"OECD","CPI","FOOD","AGRWTH","M","2001-03",4.007974,
"OECD","CPI","FOOD","AGRWTH","M","2001-04",4.501441,
"OECD","CPI","FOOD","AGRWTH","M","2001-05",4.978397,
"OECD","CPI","FOOD","AGRWTH","M","2001-06",5.253084,
"OECD","CPI","FOOD","AGRWTH","M","2001-07",4.867184,
"OECD","CPI","FOOD","AGRWTH","M","2001-08",4.809623,
"OECD","CPI","FOOD","AGRWTH","M","2001-09",4.724569,
"OECD","CPI","FOOD","AGRWTH","M","2001-10",5.240895,
"OECD","CPI","FOOD","AGRWTH","M","2001-11",4.947659,
"OECD","CPI","FOOD","AGRWTH","M","2001-12",4.683828,
"OECD","CPI","FOOD","AGRWTH","M","2002-01",5.011911,
"OECD","CPI","FOOD","AGRWTH","M","2002-02",4.669891,
"OECD","CPI","FOOD","AGRWTH","M","2002-03",4.217262,
"OECD","CPI","FOOD","AGRWTH","M","2002-04",3.832933,
"OECD","CPI","FOOD","AGRWTH","M","2002-05",2.762535,
"OECD","CPI","FOOD","AGRWTH","M","2002-06",2.254215,
"OECD","CPI","FOOD","AGRWTH","M","2002-07",2.158148,
"OECD","CPI","FOOD","AGRWTH","M","2002-08",2.072808,
"OECD","CPI","FOOD","AGRWTH","M","2002-09",2.183775,
"OECD","CPI","FOOD","AGRWTH","M","2002-10",1.408587,
"OECD","CPI","FOOD","AGRWTH","M","2002-11",2.006562,
"OECD","CPI","FOOD","AGRWTH","M","2002-12",1.817737,
"OECD","CPI","FOOD","AGRWTH","M","2003-01",1.041142,
"OECD","CPI","FOOD","AGRWTH","M","2003-02",1.543922,
"OECD","CPI","FOOD","AGRWTH","M","2003-03",1.852855,
"OECD","CPI","FOOD","AGRWTH","M","2003-04",1.730342,
"OECD","CPI","FOOD","AGRWTH","M","2003-05",2.111721,
"OECD","CPI","FOOD","AGRWTH","M","2003-06",2.623562,
"OECD","CPI","FOOD","AGRWTH","M","2003-07",2.482199,
"OECD","CPI","FOOD","AGRWTH","M","2003-08",2.666452,
"OECD","CPI","FOOD","AGRWTH","M","2003-09",2.966202,
"OECD","CPI","FOOD","AGRWTH","M","2003-10",3.368896,
"OECD","CPI","FOOD","AGRWTH","M","2003-11",3.241494,
"OECD","CPI","FOOD","AGRWTH","M","2003-12",3.403416,
"OECD","CPI","FOOD","AGRWTH","M","2004-01",3.29451,
"OECD","CPI","FOOD","AGRWTH","M","2004-02",3.085968,
"OECD","CPI","FOOD","AGRWTH","M","2004-03",2.872646,
"OECD","CPI","FOOD","AGRWTH","M","2004-04",2.636488,
"OECD","CPI","FOOD","AGRWTH","M","2004-05",3.055951,
"OECD","CPI","FOOD","AGRWTH","M","2004-06",3.007152,
"OECD","CPI","FOOD","AGRWTH","M","2004-07",3.102243,
"OECD","CPI","FOOD","AGRWTH","M","2004-08",2.829121,
"OECD","CPI","FOOD","AGRWTH","M","2004-09",2.24274,
"OECD","CPI","FOOD","AGRWTH","M","2004-10",2.607602,
"OECD","CPI","FOOD","AGRWTH","M","2004-11",2.614065,
"OECD","CPI","FOOD","AGRWTH","M","2004-12",2.084632,
"OECD","CPI","FOOD","AGRWTH","M","2005-01",1.740998,
"OECD","CPI","FOOD","AGRWTH","M","2005-02",1.731442,
"OECD","CPI","FOOD","AGRWTH","M","2005-03",1.857354,
"OECD","CPI","FOOD","AGRWTH","M","2005-04",2.231242,
"OECD","CPI","FOOD","AGRWTH","M","2005-05",1.851654,
"OECD","CPI","FOOD","AGRWTH","M","2005-06",1.236256,
"OECD","CPI","FOOD","AGRWTH","M","2005-07",1.337329,
"OECD","CPI","FOOD","AGRWTH","M","2005-08",1.273171,
"OECD","CPI","FOOD","AGRWTH","M","2005-09",1.506598,
"OECD","CPI","FOOD","AGRWTH","M","2005-10",0.9374797,
"OECD","CPI","FOOD","AGRWTH","M","2005-11",0.8530671,
"OECD","CPI","FOOD","AGRWTH","M","2005-12",1.316081,
"OECD","CPI","FOOD","AGRWTH","M","2006-01",2.058981,
"OECD","CPI","FOOD","AGRWTH","M","2006-02",1.831437,
"OECD","CPI","FOOD","AGRWTH","M","2006-03",1.415582,
"OECD","CPI","FOOD","AGRWTH","M","2006-04",1.222047,
"OECD","CPI","FOOD","AGRWTH","M","2006-05",1.374752,
"OECD","CPI","FOOD","AGRWTH","M","2006-06",1.95188,
"OECD","CPI","FOOD","AGRWTH","M","2006-07",2.198571,
"OECD","CPI","FOOD","AGRWTH","M","2006-08",2.882263,
"OECD","CPI","FOOD","AGRWTH","M","2006-09",3.188512,
"OECD","CPI","FOOD","AGRWTH","M","2006-10",3.094461,
"OECD","CPI","FOOD","AGRWTH","M","2006-11",2.869331,
"OECD","CPI","FOOD","AGRWTH","M","2006-12",2.633964,
"OECD","CPI","FOOD","AGRWTH","M","2007-01",2.540612,
"OECD","CPI","FOOD","AGRWTH","M","2007-02",3.054066,
"OECD","CPI","FOOD","AGRWTH","M","2007-03",3.441526,
"OECD","CPI","FOOD","AGRWTH","M","2007-04",3.816982,
"OECD","CPI","FOOD","AGRWTH","M","2007-05",3.645522,
"OECD","CPI","FOOD","AGRWTH","M","2007-06",3.670672,
"OECD","CPI","FOOD","AGRWTH","M","2007-07",3.628473,
"OECD","CPI","FOOD","AGRWTH","M","2007-08",3.497724,
"OECD","CPI","FOOD","AGRWTH","M","2007-09",3.692199,
"OECD","CPI","FOOD","AGRWTH","M","2007-10",4.419605,
"OECD","CPI","FOOD","AGRWTH","M","2007-11",4.902961,
"OECD","CPI","FOOD","AGRWTH","M","2007-12",5.169978,
"OECD","CPI","FOOD","AGRWTH","M","2008-01",5.333704,
"OECD","CPI","FOOD","AGRWTH","M","2008-02",5.256366,
"OECD","CPI","FOOD","AGRWTH","M","2008-03",5.326563,
"OECD","CPI","FOOD","AGRWTH","M","2008-04",5.856887,
"OECD","CPI","FOOD","AGRWTH","M","2008-05",6.283377,
"OECD","CPI","FOOD","AGRWTH","M","2008-06",6.69735,
"OECD","CPI","FOOD","AGRWTH","M","2008-07",7.434635,
"OECD","CPI","FOOD","AGRWTH","M","2008-08",7.402869,
"OECD","CPI","FOOD","AGRWTH","M","2008-09",6.995448,
"OECD","CPI","FOOD","AGRWTH","M","2008-10",6.735078,
"OECD","CPI","FOOD","AGRWTH","M","2008-11",6.459245,
"OECD","CPI","FOOD","AGRWTH","M","2008-12",6.172416,
"OECD","CPI","FOOD","AGRWTH","M","2009-01",5.61558,
"OECD","CPI","FOOD","AGRWTH","M","2009-02",4.999839,
"OECD","CPI","FOOD","AGRWTH","M","2009-03",4.58463,
"OECD","CPI","FOOD","AGRWTH","M","2009-04",3.380164,
"OECD","CPI","FOOD","AGRWTH","M","2009-05",2.660944,
"OECD","CPI","FOOD","AGRWTH","M","2009-06",1.814023,
"OECD","CPI","FOOD","AGRWTH","M","2009-07",0.5694467,
"OECD","CPI","FOOD","AGRWTH","M","2009-08",0.03211882,
"OECD","CPI","FOOD","AGRWTH","M","2009-09",-0.4655567,
"OECD","CPI","FOOD","AGRWTH","M","2009-10",-0.9477566,
"OECD","CPI","FOOD","AGRWTH","M","2009-11",-1.106757,
"OECD","CPI","FOOD","AGRWTH","M","2009-12",-1.012391,
"OECD","CPI","FOOD","AGRWTH","M","2010-01",-0.6174469,
"OECD","CPI","FOOD","AGRWTH","M","2010-02",-0.1737428,
"OECD","CPI","FOOD","AGRWTH","M","2010-03",0.2563607,
"OECD","CPI","FOOD","AGRWTH","M","2010-04",0.6637462,
"OECD","CPI","FOOD","AGRWTH","M","2010-05",0.4909194,
"OECD","CPI","FOOD","AGRWTH","M","2010-06",0.5906595,
"OECD","CPI","FOOD","AGRWTH","M","2010-07",0.9881828,
"OECD","CPI","FOOD","AGRWTH","M","2010-08",1.285498,
"OECD","CPI","FOOD","AGRWTH","M","2010-09",2.068762,
"OECD","CPI","FOOD","AGRWTH","M","2010-10",2.431596,
"OECD","CPI","FOOD","AGRWTH","M","2010-11",2.582083,
"OECD","CPI","FOOD","AGRWTH","M","2010-12",2.511913,
"OECD","CPI","FOOD","AGRWTH","M","2011-01",2.57434,
"OECD","CPI","FOOD","AGRWTH","M","2011-02",2.960619,
"OECD","CPI","FOOD","AGRWTH","M","2011-03",3.091762,
"OECD","CPI","FOOD","AGRWTH","M","2011-04",3.163297,
"OECD","CPI","FOOD","AGRWTH","M","2011-05",3.909765,
"OECD","CPI","FOOD","AGRWTH","M","2011-06",4.078979,
"OECD","CPI","FOOD","AGRWTH","M","2011-07",4.463075,
"OECD","CPI","FOOD","AGRWTH","M","2011-08",4.631332,
"OECD","CPI","FOOD","AGRWTH","M","2011-09",4.361431,
"OECD","CPI","FOOD","AGRWTH","M","2011-10",4.164643,
"OECD","CPI","FOOD","AGRWTH","M","2011-11",4.15175,
"OECD","CPI","FOOD","AGRWTH","M","2011-12",4.45385,
"OECD","CPI","FOOD","AGRWTH","M","2012-01",4.23666,
"OECD","CPI","FOOD","AGRWTH","M","2012-02",3.861464,
"OECD","CPI","FOOD","AGRWTH","M","2012-03",3.486375,
"OECD","CPI","FOOD","AGRWTH","M","2012-04",3.101105,
"OECD","CPI","FOOD","AGRWTH","M","2012-05",2.62553,
"OECD","CPI","FOOD","AGRWTH","M","2012-06",2.732607,
"OECD","CPI","FOOD","AGRWTH","M","2012-07",2.352378,
"OECD","CPI","FOOD","AGRWTH","M","2012-08",2.12442,
"OECD","CPI","FOOD","AGRWTH","M","2012-09",2.039034,
"OECD","CPI","FOOD","AGRWTH","M","2012-10",2.194166,
"OECD","CPI","FOOD","AGRWTH","M","2012-11",2.219535,
"OECD","CPI","FOOD","AGRWTH","M","2012-12",2.13619,
"OECD","CPI","FOOD","AGRWTH","M","2013-01",2.113267,
"OECD","CPI","FOOD","AGRWTH","M","2013-02",1.795203,
"OECD","CPI","FOOD","AGRWTH","M","2013-03",1.733915,
"OECD","CPI","FOOD","AGRWTH","M","2013-04",1.958562,
"OECD","CPI","FOOD","AGRWTH","M","2013-05",1.941656,
"OECD","CPI","FOOD","AGRWTH","M","2013-06",2.030152,
"OECD","CPI","FOOD","AGRWTH","M","2013-07",2.159508,
"OECD","CPI","FOOD","AGRWTH","M","2013-08",2.101855,
"OECD","CPI","FOOD","AGRWTH","M","2013-09",1.879633,
"OECD","CPI","FOOD","AGRWTH","M","2013-10",1.605528,
"OECD","CPI","FOOD","AGRWTH","M","2013-11",1.478065,
"OECD","CPI","FOOD","AGRWTH","M","2013-12",1.454771,
"OECD","CPI","FOOD","AGRWTH","M","2014-01",1.612983,
"OECD","CPI","FOOD","AGRWTH","M","2014-02",1.771936,
"OECD","CPI","FOOD","AGRWTH","M","2014-03",1.820126,
"OECD","CPI","FOOD","AGRWTH","M","2014-04",2.095445,
"OECD","CPI","FOOD","AGRWTH","M","2014-05",2.352203,
"OECD","CPI","FOOD","AGRWTH","M","2014-06",2.113665,
"OECD","CPI","FOOD","AGRWTH","M","2014-07",2.200444,
"OECD","CPI","FOOD","AGRWTH","M","2014-08",2.379976,
"OECD","CPI","FOOD","AGRWTH","M","2014-09",2.745522,
"OECD","CPI","FOOD","AGRWTH","M","2014-10",2.67928,
"OECD","CPI","FOOD","AGRWTH","M","2014-11",2.519896,
"OECD","CPI","FOOD","AGRWTH","M","2014-12",2.506774,
"OECD","CPI","FOOD","AGRWTH","M","2015-01",2.358648,
"OECD","CPI","FOOD","AGRWTH","M","2015-02",2.359416,
"OECD","CPI","FOOD","AGRWTH","M","2015-03",2.030197,
"OECD","CPI","FOOD","AGRWTH","M","2015-04",1.836489,
"OECD","CPI","FOOD","AGRWTH","M","2015-05",1.634994,
"OECD","CPI","FOOD","AGRWTH","M","2015-06",1.605913,
"OECD","CPI","FOOD","AGRWTH","M","2015-07",1.380339,
"OECD","CPI","FOOD","AGRWTH","M","2015-08",1.472558,
"OECD","CPI","FOOD","AGRWTH","M","2015-09",1.467349,
"OECD","CPI","FOOD","AGRWTH","M","2015-10",1.651698,
"OECD","CPI","FOOD","AGRWTH","M","2015-11",1.372521,
